"GEO_ID","NAME","B25047_001E","B25047_001M","B25047_002E","B25047_002M","B25047_003E","B25047_003M",
"0500000US17141","Ogle County, Illinois","22625","68","22376","148","249","129",
"0500000US17143","Peoria County, Illinois","84992","110","81848","475","3144","464",
"0500000US17145","Perry County, Illinois","9166","53","8632","162","534","154",
"0500000US17147","Piatt County, Illinois","7380","35","7261","85","119","82",
"0500000US17149","Pike County, Illinois","7296","34","6829","112","467","109",
"0500000US17151","Pope County, Illinois","2273","107","1501","127","772","105",
"0500000US17153","Pulaski County, Illinois","2845","24","2042","119","803","117",
"0500000US17155","Putnam County, Illinois","3069","32","2861","104","208","95",
"0500000US17157","Randolph County, Illinois","13400","587","12701","580","699","186",
"0500000US17159","Richland County, Illinois","7366","27","6972","150","394","145",
"0500000US17161","Rock Island County, Illinois","66742","119","65283","358","1459","337",
"0500000US17163","St. Clair County, Illinois","115348","93","110690","556","4658","549",
"0500000US17165","Saline County, Illinois","11578","39","11387","97","191","88",
"0500000US17167","Sangamon County, Illinois","93151","284","92368","360","783","216",
"0500000US17169","Schuyler County, Illinois","3317","96","3206","106","111","58",
"0500000US17171","Scott County, Illinois","2393","26","2266","49","127","48",
"0500000US17173","Shelby County, Illinois","10054","35","9850","102","204","93",
"0500000US17175","Stark County, Illinois","2584","32","2425","66","159","54",
"0500000US17177","Stephenson County, Illinois","21375","78","20830","187","545","175",
"0500000US17179","Tazewell County, Illinois","58664","79","58242","182","422","171",
"0500000US17181","Union County, Illinois","7861","39","7178","212","683","207",
"0500000US17183","Vermilion County, Illinois","34390","59","33420","211","970","200",
"0500000US17185","Wabash County, Illinois","5416","25","5023","137","393","137",
"0500000US17187","Warren County, Illinois","7598","45","7393","121","205","121",
"0500000US17189","Washington County, Illinois","6402","59","6206","112","196","89",
"0500000US17191","Wayne County, Illinois","7699","48","7424","107","275","93",
"0500000US17193","White County, Illinois","6751","25","6611","78","140","72",
"0500000US17195","Whiteside County, Illinois","25850","67","25429","197","421","188",
"0500000US17197","Will County, Illinois","252684","155","250604","371","2080","345",
"0500000US17199","Williamson County, Illinois","31957","52","30648","269","1309","262",
"0500000US17201","Winnebago County, Illinois","124959","189","123033","419","1926","351",
"0500000US17203","Woodford County, Illinois","15745","62","15531","134","214","123",
"0500000US18001","Adams County, Indiana","13250","40","11934","254","1316","252",
"0500000US18003","Allen County, Indiana","164456","118","163147","318","1309","307",
"0500000US18005","Bartholomew County, Indiana","35517","47","34972","225","545","217",
"0500000US18007","Benton County, Indiana","3778","23","3708","52","70","47",
"0500000US18009","Blackford County, Indiana","5863","35","5452","149","411","144",
"0500000US18011","Boone County, Indiana","29019","43","28754","140","265","137",
"0500000US18013","Brown County, Indiana","8540","34","8330","99","210","94",
"0500000US18015","Carroll County, Indiana","9539","38","9350","131","189","122",
"0500000US18017","Cass County, Indiana","16389","30","16134","123","255","122",
"0500000US18019","Clark County, Indiana","53854","53","53106","223","748","219",
"0500000US18021","Clay County, Indiana","11648","44","11306","140","342","135",
"0500000US18023","Clinton County, Indiana","13496","37","13336","100","160","96",
"0500000US18025","Crawford County, Indiana","5890","32","5255","160","635","162",
"0500000US18027","Daviess County, Indiana","12781","70","12353","193","428","180",
"0500000US18029","Dearborn County, Indiana","20965","56","20809","107","156","89",
"0500000US18031","Decatur County, Indiana","11619","38","11316","158","303","161",
"0500000US18033","DeKalb County, Indiana","18280","57","18074","114","206","93",
"0500000US18035","Delaware County, Indiana","51611","107","49803","367","1808","339",
"0500000US18037","Dubois County, Indiana","18715","30","18452","179","263","178",
"0500000US18039","Elkhart County, Indiana","80102","95","79704","191","398","168",
"0500000US18041","Fayette County, Indiana","10900","23","10425","174","475","180",
"0500000US18043","Floyd County, Indiana","34603","70","34279","149","324","131",
"0500000US18045","Fountain County, Indiana","7823","40","7581","124","242","117",
"0500000US18047","Franklin County, Indiana","9749","46","9668","93","81","79",
"0500000US18049","Fulton County, Indiana","9564","26","9303","169","261","166",
"0500000US18051","Gibson County, Indiana","14762","34","14510","146","252","144",
"0500000US18053","Grant County, Indiana","29878","116","28548","300","1330","280",
"0500000US18055","Greene County, Indiana","14366","39","13796","197","570","198",
"0500000US18057","Hamilton County, Indiana","140389","80","138953","392","1436","383",
"0500000US18059","Hancock County, Indiana","33398","46","33100","178","298","175",
"0500000US18061","Harrison County, Indiana","16842","52","16305","233","537","229",
"0500000US18063","Hendricks County, Indiana","68433","91","67835","280","598","277",
"0500000US18065","Henry County, Indiana","20968","80","20113","225","855","196",
"0500000US18067","Howard County, Indiana","39795","93","38866","263","929","252",
"0500000US18069","Huntington County, Indiana","16275","55","16058","103","217","86",
"0500000US18071","Jackson County, Indiana","19231","51","18370","182","861","175",
"0500000US18073","Jasper County, Indiana","13708","90","13637","103","71","56",
"0500000US18075","Jay County, Indiana","8908","26","8241","177","667","170",
"0500000US18077","Jefferson County, Indiana","14446","44","13746","245","700","236",
"0500000US18079","Jennings County, Indiana","11691","32","11471","98","220","98",
"0500000US18081","Johnson County, Indiana","64800","58","64636","114","164","90",
"0500000US18083","Knox County, Indiana","16965","38","16635","169","330","168",
"0500000US18085","Kosciusko County, Indiana","38587","65","38120","170","467","150",
"0500000US18087","LaGrange County, Indiana","15023","45","14785","138","238","134",
"0500000US18089","Lake County, Indiana","216330","101","209773","640","6557","623",
"0500000US18091","LaPorte County, Indiana","49878","61","48934","280","944","269",
"0500000US18093","Lawrence County, Indiana","20530","30","20205","133","325","133",
"0500000US18095","Madison County, Indiana","59075","66","56776","328","2299","317",
"0500000US18097","Marion County, Indiana","439034","146","432249","826","6785","801",
"0500000US18099","Marshall County, Indiana","19959","44","19706","106","253","106",
"0500000US18101","Martin County, Indiana","4583","17","4452","80","131","77",
"0500000US18103","Miami County, Indiana","14927","58","14431","193","496","192",
"0500000US18105","Monroe County, Indiana","64850","185","64162","317","688","228",
"0500000US18107","Montgomery County, Indiana","16534","47","16336","117","198","108",
"0500000US18109","Morgan County, Indiana","29749","37","29241","179","508","178",
"0500000US18111","Newton County, Indiana","6059","21","5924","88","135","84",
"0500000US18113","Noble County, Indiana","20212","34","19644","207","568","207",
"0500000US18115","Ohio County, Indiana","2755","14","2690","62","65","62",
"0500000US18117","Orange County, Indiana","9083","25","8846","104","237","101",
"0500000US18119","Owen County, Indiana","9868","24","9238","182","630","185",
"0500000US18121","Parke County, Indiana","7625","28","7437","126","188","122",
"0500000US18123","Perry County, Indiana","8544","33","8123","147","421","137",
"0500000US18125","Pike County, Indiana","5592","25","5202","119","390","119",
"0500000US18127","Porter County, Indiana","72102","74","71476","269","626","258",
"0500000US18129","Posey County, Indiana","11081","29","10849","129","232","127",
"0500000US18131","Pulaski County, Indiana","5830","45","5695","93","135","85",
"0500000US18133","Putnam County, Indiana","15148","99","14955","123","193","84",
"0500000US18135","Randolph County, Indiana","11407","31","10755","193","652","192",
"0500000US18137","Ripley County, Indiana","12398","73","12215","128","183","111",
"0500000US18139","Rush County, Indiana","7364","22","7197","109","167","106",
"0500000US18141","St. Joseph County, Indiana","118329","144","116403","328","1926","310",
"0500000US18143","Scott County, Indiana","10774","48","10197","229","577","223",
"0500000US18145","Shelby County, Indiana","19576","48","19197","159","379","154",
"0500000US18147","Spencer County, Indiana","8685","63","8410","128","275","117",
"0500000US18149","Starke County, Indiana","11214","39","10913","145","301","137",
"0500000US18151","Steuben County, Indiana","19055","35","18591","188","464","187",
"0500000US18153","Sullivan County, Indiana","8798","40","8384","127","414","125",
"0500000US18155","Switzerland County, Indiana","4399","28","4268","89","131","81",
"0500000US18157","Tippecanoe County, Indiana","79327","133","78958","192","369","142",
"0500000US18159","Tipton County, Indiana","6836","38","6701","71","135","61",
"0500000US18161","Union County, Indiana","3250","17","3136","74","114","70",
"0500000US18163","Vanderburgh County, Indiana","84809","124","83021","353","1788","330",
"0500000US18165","Vermillion County, Indiana","7326","28","7066","119","260","120",
"0500000US18167","Vigo County, Indiana","46937","77","45691","321","1246","323",
"0500000US18169","Wabash County, Indiana","14053","49","13724","151","329","144",
"0500000US18171","Warren County, Indiana","3687","24","3567","81","120","78",
"0500000US18173","Warrick County, Indiana","26567","42","26010","189","557","182",
"0500000US18175","Washington County, Indiana","12162","56","11559","214","603","204",
"0500000US18177","Wayne County, Indiana","30758","84","29939","239","819","231",
"0500000US18179","Wells County, Indiana","12003","38","11896","93","107","81",
"0500000US18181","White County, Indiana","12926","40","12854","65","72","56",
"0500000US18183","Whitley County, Indiana","14940","80","14775","125","165","112",
"0500000US19001","Adair County, Iowa","3595","29","3534","37","61","28",
"0500000US19003","Adams County, Iowa","1892","15","1765","54","127","52",
"0500000US19005","Allamakee County, Iowa","7730","26","7486","102","244","98",
"0500000US19007","Appanoose County, Iowa","6314","30","5454","212","860","210",
"0500000US19009","Audubon County, Iowa","2786","21","2627","73","159","69",
"0500000US19011","Benton County, Iowa","11095","35","10902","88","193","81",
"0500000US19013","Black Hawk County, Iowa","58748","88","57981","219","767","212",
"0500000US19015","Boone County, Iowa","12005","56","11670","153","335","147",
"0500000US19017","Bremer County, Iowa","10542","32","10370","101","172","99",
"0500000US19019","Buchanan County, Iowa","8946","67","8699","119","247","100",
"0500000US19021","Buena Vista County, Iowa","8241","81","8143","106","98","61",
"0500000US19023","Butler County, Iowa","6569","33","6383","71","186","66",
"0500000US19025","Calhoun County, Iowa","4794","29","4594","66","200","62",
"0500000US19027","Carroll County, Iowa","9508","64","9445","73","63","40",
"0500000US19029","Cass County, Iowa","6397","29","6244","101","153","96",
"0500000US19031","Cedar County, Iowa","8238","48","8022","125","216","111",
"0500000US19033","Cerro Gordo County, Iowa","22730","36","22397","163","333","158",
"0500000US19035","Cherokee County, Iowa","5555","29","5397","84","158","81",
"0500000US19037","Chickasaw County, Iowa","5545","78","5338","120","207","93",
"0500000US19039","Clarke County, Iowa","4401","24","4367","34","34","26",
"0500000US19041","Clay County, Iowa","8141","36","7884","131","257","124",
"0500000US19043","Clayton County, Iowa","8791","32","8281","138","510","133",
"0500000US19045","Clinton County, Iowa","21590","92","20942","229","648","209",
"0500000US19047","Crawford County, Iowa","6852","30","6721","71","131","62",
"0500000US19049","Dallas County, Iowa","43195","70","43074","98","121","71",
"0500000US19051","Davis County, Iowa","3602","18","3409","96","193","96",
"0500000US19053","Decatur County, Iowa","3651","23","3354","105","297","97",
"0500000US19055","Delaware County, Iowa","8142","31","8004","111","138","112",
"0500000US19057","Des Moines County, Iowa","18778","55","18371","178","407","166",
"0500000US19059","Dickinson County, Iowa","14060","36","13839","108","221","101",
"0500000US19061","Dubuque County, Iowa","43003","79","42427","293","576","267",
"0500000US19063","Emmet County, Iowa","4517","33","4270","128","247","122",
"0500000US19065","Fayette County, Iowa","9324","44","9147","97","177","83",
"0500000US19067","Floyd County, Iowa","7308","55","7150","104","158","86",
"0500000US19069","Franklin County, Iowa","4657","23","4510","98","147","93",
"0500000US19071","Fremont County, Iowa","3130","34","2875","89","255","85",
"0500000US19073","Greene County, Iowa","4316","25","4192","64","124","55",
"0500000US19075","Grundy County, Iowa","5489","32","5471","38","18","19",
"0500000US19077","Guthrie County, Iowa","5782","82","5581","118","201","93",
"0500000US19079","Hamilton County, Iowa","7056","32","6755","146","301","142",
"0500000US19081","Hancock County, Iowa","5120","30","4878","91","242","93",
"0500000US19083","Hardin County, Iowa","8028","29","7688","134","340","131",
"0500000US19085","Harrison County, Iowa","6679","47","6524","83","155","71",
"0500000US19087","Henry County, Iowa","8442","44","8143","123","299","117",
"0500000US19089","Howard County, Iowa","4314","28","4157","96","157","99",
"0500000US19091","Humboldt County, Iowa","4600","64","4470","72","130","48",
"0500000US19093","Ida County, Iowa","3365","27","3218","74","147","76",
"0500000US19095","Iowa County, Iowa","7355","26","7239","70","116","67",
"0500000US19097","Jackson County, Iowa","9272","35","8998","118","274","117",
"0500000US19099","Jasper County, Iowa","16208","60","15918","136","290","130",
"0500000US19101","Jefferson County, Iowa","7707","29","7680","42","27","32",
"0500000US19103","Johnson County, Iowa","67211","109","66771","231","440","199",
"0500000US19105","Jones County, Iowa","8882","40","8571","130","311","122",
"0500000US19107","Keokuk County, Iowa","4650","32","4434","78","216","70",
"0500000US19109","Kossuth County, Iowa","7220","36","6998","77","222","73",
"0500000US19111","Lee County, Iowa","15808","50","15258","163","550","157",
"0500000US19113","Linn County, Iowa","101989","132","101460","237","529","203",
"0500000US19115","Louisa County, Iowa","4736","25","4498","115","238","115",
"0500000US19117","Lucas County, Iowa","4077","51","3848","94","229","80",
"0500000US19119","Lyon County, Iowa","4857","34","4806","44","51","36",
"0500000US19121","Madison County, Iowa","7031","28","6877","125","154","121",
"0500000US19123","Mahaska County, Iowa","9708","36","9532","102","176","102",
"0500000US19125","Marion County, Iowa","14268","50","14053","111","215","105",
"0500000US19127","Marshall County, Iowa","16860","35","16686","100","174","97",
"0500000US19129","Mills County, Iowa","6119","24","5984","60","135","54",
"0500000US19131","Mitchell County, Iowa","4902","42","4784","79","118","67",
"0500000US19133","Monona County, Iowa","4390","27","4224","88","166","85",
"0500000US19135","Monroe County, Iowa","3648","31","3500","84","148","84",
"0500000US19137","Montgomery County, Iowa","5011","27","4862","89","149","82",
"0500000US19139","Muscatine County, Iowa","18429","47","18106","160","323","149",
"0500000US19141","O'Brien County, Iowa","6544","37","6302","144","242","138",
"0500000US19143","Osceola County, Iowa","2867","29","2759","55","108","49",
"0500000US19145","Page County, Iowa","6996","80","6685","129","311","116",
"0500000US19147","Palo Alto County, Iowa","4517","27","4333","71","184","57",
"0500000US19149","Plymouth County, Iowa","10863","30","10751","64","112","60",
"0500000US19151","Pocahontas County, Iowa","3658","19","3428","73","230","71",
"0500000US19153","Polk County, Iowa","215016","270","213376","445","1640","390",
"0500000US19155","Pottawattamie County, Iowa","40022","65","39611","177","411","167",
"0500000US19157","Poweshiek County, Iowa","8946","54","8847","78","99","62",
"0500000US19159","Ringgold County, Iowa","2676","19","2518","62","158","60",
"0500000US19161","Sac County, Iowa","5122","26","4940","81","182","73",
"0500000US19163","Scott County, Iowa","78130","68","77480","187","650","174",
"0500000US19165","Shelby County, Iowa","5429","39","5341","72","88","60",
"0500000US19167","Sioux County, Iowa","13175","94","12916","161","259","132",
"0500000US19169","Story County, Iowa","41642","93","41391","134","251","92",
"0500000US19171","Tama County, Iowa","7595","39","7373","85","222","79",
"0500000US19173","Taylor County, Iowa","2890","22","2634","70","256","68",
"0500000US19175","Union County, Iowa","5790","37","5465","127","325","122",
"0500000US19177","Van Buren County, Iowa","3506","22","3305","69","201","67",
"0500000US19179","Wapello County, Iowa","15740","33","15288","170","452","167",
"0500000US19181","Warren County, Iowa","21473","57","21103","157","370","143",
"0500000US19183","Washington County, Iowa","9638","29","9350","134","288","127",
"0500000US19185","Wayne County, Iowa","3021","23","2822","60","199","54",
"0500000US19187","Webster County, Iowa","17053","82","16359","210","694","195",
"0500000US19189","Winnebago County, Iowa","5080","21","4975","66","105","61",
"0500000US19191","Winneshiek County, Iowa","9011","33","8909","61","102","58",
"0500000US19193","Woodbury County, Iowa","43121","61","42556","234","565","227",
"0500000US19195","Worth County, Iowa","3487","43","3330","87","157","76",
"0500000US19197","Wright County, Iowa","6266","26","6023","87","243","84",
"0500000US20001","Allen County, Kansas","6077","37","5762","134","315","130",
"0500000US20003","Anderson County, Kansas","3569","20","3404","91","165","89",
"0500000US20005","Atchison County, Kansas","6811","24","6432","152","379","145",
"0500000US20007","Barber County, Kansas","2461","77","2356","91","105","45",
"0500000US20009","Barton County, Kansas","12373","44","11987","187","386","176",
"0500000US20011","Bourbon County, Kansas","6768","27","6284","181","484","178",
"0500000US20013","Brown County, Kansas","4489","35","4184","102","305","94",
"0500000US20015","Butler County, Kansas","27175","64","26792","127","383","108",
"0500000US20017","Chase County, Kansas","1397","14","1268","55","129","56",
"0500000US20019","Chautauqua County, Kansas","1971","31","1677","70","294","60",
"0500000US20021","Cherokee County, Kansas","9140","32","8552","167","588","169",
"0500000US20023","Cheyenne County, Kansas","1465","14","1445","22","20","20",
"0500000US20025","Clark County, Kansas","1066","84","978","79","88","34",
"0500000US20027","Clay County, Kansas","3940","26","3810","68","130","64",
"0500000US20029","Cloud County, Kansas","4490","33","4141","121","349","120",
"0500000US20031","Coffey County, Kansas","3985","31","3792","76","193","69",
"0500000US20033","Comanche County, Kansas","1050","76","979","82","71","29",
"0500000US20035","Cowley County, Kansas","15647","48","14903","180","744","174",
"0500000US20037","Crawford County, Kansas","18088","42","17140","201","948","196",
"0500000US20039","Decatur County, Kansas","1643","48","1636","49","7","9",
"0500000US20041","Dickinson County, Kansas","8793","26","8504","113","289","110",
"0500000US20043","Doniphan County, Kansas","3375","44","3175","82","200","78",
"0500000US20045","Douglas County, Kansas","53308","64","53122","124","186","97",
"0500000US20047","Edwards County, Kansas","1551","14","1445","49","106","48",
"0500000US20049","Elk County, Kansas","1502","30","1316","55","186","48",
"0500000US20051","Ellis County, Kansas","13247","47","13036","135","211","124",
"0500000US20053","Ellsworth County, Kansas","3110","23","2977","70","133","63",
"0500000US20055","Finney County, Kansas","14279","39","14178","94","101","86",
"0500000US20057","Ford County, Kansas","12638","34","12335","134","303","135",
"0500000US20059","Franklin County, Kansas","11239","32","10821","186","418","186",
"0500000US20061","Geary County, Kansas","15917","71","15537","171","380","163",
"0500000US20063","Gove County, Kansas","1332","74","1285","77","47","27",
"0500000US20065","Graham County, Kansas","1428","24","1353","47","75","44",
"0500000US20067","Grant County, Kansas","2932","13","2693","115","239","114",
"0500000US20069","Gray County, Kansas","2339","24","2291","37","48","30",
"0500000US20071","Greeley County, Kansas","622","52","614","51","8","12",
"0500000US20073","Greenwood County, Kansas","3682","37","3298","104","384","100",
"0500000US20075","Hamilton County, Kansas","1030","112","934","125","96","50",
"0500000US20077","Harper County, Kansas","3026","21","2790","81","236","78",
"0500000US20079","Harvey County, Kansas","14621","27","14325","152","296","150",
"0500000US20081","Haskell County, Kansas","1545","21","1521","29","24","23",
"0500000US20083","Hodgeman County, Kansas","814","65","773","66","41","23",
"0500000US20085","Jackson County, Kansas","5615","34","5375","103","240","95",
"0500000US20087","Jefferson County, Kansas","8004","38","7914","57","90","41",
"0500000US20089","Jewell County, Kansas","1760","31","1612","58","148","47",
"0500000US20091","Johnson County, Kansas","255320","271","254438","424","882","283",
"0500000US20093","Kearny County, Kansas","1579","15","1555","28","24","26",
"0500000US20095","Kingman County, Kansas","3673","27","3537","68","136","63",
"0500000US20097","Kiowa County, Kansas","1150","15","1102","33","48","28",
"0500000US20099","Labette County, Kansas","9508","73","8804","193","704","168",
"0500000US20101","Lane County, Kansas","885","69","830","72","55","27",
"0500000US20103","Leavenworth County, Kansas","31589","143","31019","247","570","199",
"0500000US20105","Lincoln County, Kansas","1667","26","1486","64","181","54",
"0500000US20107","Linn County, Kansas","5180","21","4797","124","383","122",
"0500000US20109","Logan County, Kansas","1372","14","1355","23","17","17",
"0500000US20111","Lyon County, Kansas","14998","46","14430","170","568","164",
"0500000US20113","McPherson County, Kansas","13128","32","12952","100","176","93",
"0500000US20115","Marion County, Kansas","5673","67","5312","107","361","90",
"0500000US20117","Marshall County, Kansas","4758","27","4668","51","90","40",
"0500000US20119","Meade County, Kansas","1869","82","1753","88","116","47",
"0500000US20121","Miami County, Kansas","14090","38","13814","128","276","126",
"0500000US20123","Mitchell County, Kansas","3124","20","2996","55","128","48",
"0500000US20125","Montgomery County, Kansas","15566","49","14515","240","1051","237",
"0500000US20127","Morris County, Kansas","2991","39","2795","81","196","73",
"0500000US20129","Morton County, Kansas","1316","12","1058","67","258","64",
"0500000US20131","Nemaha County, Kansas","4501","23","4365","71","136","74",
"0500000US20133","Neosho County, Kansas","7227","25","6955","115","272","112",
"0500000US20135","Ness County, Kansas","1475","62","1443","67","32","20",
"0500000US20137","Norton County, Kansas","2454","30","2222","121","232","122",
"0500000US20139","Osage County, Kansas","7293","53","6753","131","540","123",
"0500000US20141","Osborne County, Kansas","2027","62","1809","89","218","57",
"0500000US20143","Ottawa County, Kansas","2684","28","2580","61","104","51",
"0500000US20145","Pawnee County, Kansas","3045","40","2771","107","274","97",
"0500000US20147","Phillips County, Kansas","2797","20","2491","92","306","85",
"0500000US20149","Pottawatomie County, Kansas","10077","36","9860","87","217","75",
"0500000US20151","Pratt County, Kansas","4375","23","4158","83","217","83",
"0500000US20153","Rawlins County, Kansas","1363","20","1342","28","21","20",
"0500000US20155","Reno County, Kansas","28309","118","27498","267","811","222",
"0500000US20157","Republic County, Kansas","2672","20","2377","77","295","73",
"0500000US20159","Rice County, Kansas","4384","33","4109","98","275","95",
"0500000US20161","Riley County, Kansas","30674","181","30233","270","441","201",
"0500000US20163","Rooks County, Kansas","2643","30","2510","56","133","53",
"0500000US20165","Rush County, Kansas","1701","73","1627","77","74","39",
"0500000US20167","Russell County, Kansas","3687","35","3626","53","61","41",
"0500000US20169","Saline County, Kansas","24146","68","23681","203","465","198",
"0500000US20171","Scott County, Kansas","2271","81","2271","81","0","16",
"0500000US20173","Sedgwick County, Kansas","225795","142","220222","680","5573","666",
"0500000US20175","Seward County, Kansas","8299","19","8168","84","131","83",
"0500000US20177","Shawnee County, Kansas","80884","89","79107","338","1777","346",
"0500000US20179","Sheridan County, Kansas","1156","19","1145","25","11","17",
"0500000US20181","Sherman County, Kansas","2938","24","2903","41","35","33",
"0500000US20183","Smith County, Kansas","2023","21","1977","35","46","27",
"0500000US20185","Stafford County, Kansas","2104","30","1887","63","217","56",
"0500000US20187","Stanton County, Kansas","1014","112","893","114","121","50",
"0500000US20189","Stevens County, Kansas","2244","23","2177","46","67","41",
"0500000US20191","Sumner County, Kansas","10395","31","9695","168","700","174",
"0500000US20193","Thomas County, Kansas","3580","18","3565","22","15","13",
"0500000US20195","Trego County, Kansas","1673","64","1618","70","55","50",
"0500000US20197","Wabaunsee County, Kansas","3135","19","2898","86","237","84",
"0500000US20199","Wallace County, Kansas","757","52","757","52","0","11",
"0500000US20201","Washington County, Kansas","2731","28","2498","60","233","57",
"0500000US20203","Wichita County, Kansas","990","80","961","86","29","30",
"0500000US20205","Wilson County, Kansas","4492","29","4096","104","396","100",
"0500000US20207","Woodson County, Kansas","1842","14","1700","66","142","63",
"0500000US20209","Wyandotte County, Kansas","68614","138","66072","347","2542","323",
"0500000US21001","Adair County, Kentucky","8632","24","8133","166","499","169",
"0500000US21003","Allen County, Kentucky","9261","21","8868","168","393","168",
"0500000US21005","Anderson County, Kentucky","10196","30","10035","98","161","95",
"0500000US21007","Ballard County, Kentucky","3707","19","3571","101","136","98",
"0500000US21009","Barren County, Kentucky","20107","41","19790","138","317","126",
"0500000US21011","Bath County, Kentucky","5479","17","5254","135","225","134",
"0500000US21013","Bell County, Kentucky","11608","28","10496","231","1112","227",
"0500000US21015","Boone County, Kentucky","52476","82","52177","161","299","138",
"0500000US21017","Bourbon County, Kentucky","9148","27","8961","102","187","96",
"0500000US21019","Boyd County, Kentucky","21731","56","21198","189","533","185",
"0500000US21021","Boyle County, Kentucky","12969","57","12806","107","163","87",
"0500000US21023","Bracken County, Kentucky","3847","34","3793","51","54","41",
"0500000US21025","Breathitt County, Kentucky","6559","28","6013","126","546","120",
"0500000US21027","Breckinridge County, Kentucky","10760","29","9836","187","924","182",
"0500000US21029","Bullitt County, Kentucky","33222","89","32784","221","438","198",
"0500000US21031","Butler County, Kentucky","5453","19","5236","115","217","113",
"0500000US21033","Caldwell County, Kentucky","6085","21","5662","195","423","195",
"0500000US21035","Calloway County, Kentucky","18034","41","17446","200","588","191",
"0500000US21037","Campbell County, Kentucky","41784","79","41458","174","326","159",
"0500000US21039","Carlisle County, Kentucky","2315","30","2226","58","89","48",
"0500000US21041","Carroll County, Kentucky","4682","16","4538","94","144","94",
"0500000US21043","Carter County, Kentucky","12283","25","11570","229","713","229",
"0500000US21045","Casey County, Kentucky","7401","24","6777","170","624","178",
"0500000US21047","Christian County, Kentucky","29307","73","27975","258","1332","252",
"0500000US21049","Clark County, Kentucky","16279","55","15966","166","313","160",
"0500000US21051","Clay County, Kentucky","8642","31","7778","244","864","246",
"0500000US21053","Clinton County, Kentucky","4864","16","4591","122","273","120",
"0500000US21055","Crittenden County, Kentucky","4351","35","3847","140","504","135",
"0500000US21057","Cumberland County, Kentucky","3399","14","3151","109","248","108",
"0500000US21059","Daviess County, Kentucky","44199","51","43692","196","507","189",
"0500000US21061","Edmonson County, Kentucky","6418","40","6211","102","207","101",
"0500000US21063","Elliott County, Kentucky","3065","33","2847","106","218","100",
"0500000US21065","Estill County, Kentucky","6847","24","6258","182","589","184",
"0500000US21067","Fayette County, Kentucky","147720","118","146878","272","842","239",
"0500000US21069","Fleming County, Kentucky","6776","20","6550","133","226","130",
"0500000US21071","Floyd County, Kentucky","17475","61","15938","334","1537","342",
"0500000US21073","Franklin County, Kentucky","24082","45","23738","191","344","192",
"0500000US21075","Fulton County, Kentucky","3174","22","3098","66","76","61",
"0500000US21077","Gallatin County, Kentucky","3763","30","3561","94","202","85",
"0500000US21079","Garrard County, Kentucky","7272","25","7140","86","132","84",
"0500000US21081","Grant County, Kentucky","10182","49","9994","141","188","135",
"0500000US21083","Graves County, Kentucky","16437","55","16089","215","348","203",
"0500000US21085","Grayson County, Kentucky","13336","28","12681","189","655","186",
"0500000US21087","Green County, Kentucky","5292","17","4836","155","456","158",
"0500000US21089","Greenup County, Kentucky","16247","27","15795","177","452","171",
"0500000US21091","Hancock County, Kentucky","3911","26","3699","88","212","84",
"0500000US21093","Hardin County, Kentucky","47370","90","46516","300","854","293",
"0500000US21095","Harlan County, Kentucky","13012","32","11924","223","1088","224",
"0500000US21097","Harrison County, Kentucky","8136","22","7808","154","328","151",
"0500000US21099","Hart County, Kentucky","8888","36","8304","192","584","194",
"0500000US21101","Henderson County, Kentucky","20109","32","19580","226","529","222",
"0500000US21103","Henry County, Kentucky","6678","28","6551","68","127","64",
"0500000US21105","Hickman County, Kentucky","2160","14","2086","51","74","49",
"0500000US21107","Hopkins County, Kentucky","20965","68","19716","338","1249","330",
"0500000US21109","Jackson County, Kentucky","5999","25","5337","183","662","184",
"0500000US21111","Jefferson County, Kentucky","357923","218","352385","599","5538","554",
"0500000US21113","Jessamine County, Kentucky","20936","59","20785","118","151","98",
"0500000US21115","Johnson County, Kentucky","10530","41","10086","156","444","150",
"0500000US21117","Kenton County, Kentucky","72896","61","72022","199","874","196",
"0500000US21119","Knott County, Kentucky","6695","20","6131","191","564","191",
"0500000US21121","Knox County, Kentucky","13824","64","12070","260","1754","265",
"0500000US21123","Larue County, Kentucky","6542","35","6412","75","130","69",
"0500000US21125","Laurel County, Kentucky","26705","83","25229","297","1476","289",
"0500000US21127","Lawrence County, Kentucky","7575","18","6942","206","633","207",
"0500000US21129","Lee County, Kentucky","3227","21","2851","116","376","114",
"0500000US21131","Leslie County, Kentucky","4913","16","4230","192","683","192",
"0500000US21133","Letcher County, Kentucky","10594","32","9492","257","1102","255",
"0500000US21135","Lewis County, Kentucky","6072","34","5697","124","375","120",
"0500000US21137","Lincoln County, Kentucky","10869","24","10346","204","523","200",
"0500000US21139","Livingston County, Kentucky","4617","19","4121","146","496","143",
"0500000US21141","Logan County, Kentucky","12459","24","12024","185","435","183",
"0500000US21143","Lyon County, Kentucky","4806","48","4452","164","354","150",
"0500000US21145","McCracken County, Kentucky","32155","58","31465","269","690","259",
"0500000US21147","McCreary County, Kentucky","6919","35","5953","279","966","281",
"0500000US21149","McLean County, Kentucky","4171","17","4037","84","134","78",
"0500000US21151","Madison County, Kentucky","39920","66","39144","238","776","228",
"0500000US21153","Magoffin County, Kentucky","5466","18","5169","101","297","100",
"0500000US21155","Marion County, Kentucky","8427","76","8271","110","156","88",
"0500000US21157","Marshall County, Kentucky","16461","29","16237","151","224","147",
